videoId,title,description,tags,publishedAt,channelId,channelTitle,categoryId,duration,viewCount,likeCount,commentCount,duration_minutes,publishedAt_dt,days_since_upload,engagement_rate,title_length,tag_count,was_scraped,was_api
HnKmhu6ix5s,CRAZIEST JOBS in 99 NIGHTS Gaming w/ The Norris Nuts,"Today the Norris Nuts try the CRAZIEST JOBS challenge in 99 Nights in the Forest! Biggy is the decorator, Sockie is the chef, Naz is the fisherman, and Sabre is the medic... what could possibly go wrong? 😂

Watch until the end to see if we survive all 99 nights with these chaotic jobs and who finds a secret pet! Thanks for watching, LEGENDS!
Who do you think will win this challenge? Watch the full video to see all the funny moments, epic fails, and pro gamer moves!

WATCH OUR FIRST JOBS in 99 Nights https://youtu.be/4DxeMoUFOzM

Thanks for watching, LEGENDS!
If you're new, SUBSCRIBE and click the bell so you never miss a video!
Hit that LIKE button if you want more gaming videos!

▼ Follow our other channels ▼
▶ The Norris Nuts: https://www.youtube.com/@norrisnuts
▶ Norris Nuts Do Stuff: https://www.youtube.com/@NorrisNutsDoStuff
▶ Norris Nuts Clips: https://www.youtube.com/@NorrisNutsClips

▼ Follow us on social media ▼
▶ Instagram: https://www.instagram.com/norrisnuts/
▶ TikTok: https://www.tiktok.com/@norrisnuts

▼ Shop our LEGENDS Merch ▼
https://norrisnuts.shop/
#NorrisNuts #NorrisNutsGaming #Gaming","['Norris Nuts Gaming', 'The Norris Nuts', '99 Nights in the Forest', 'Gaming', 'Family Gaming', 'Family Friendly', 'Funny Gaming', 'Norris Nuts', 'Gaming Challenge', 'Funny Moments', '99 Nights', 'Jobs Challenge', 'Craziest Jobs', 'Sabre Norris', 'Sockie Norris', 'Biggy Norris', 'Naz Norris', 'family game', 'kids gaming', 'secret pet', 'surviving 99 nights', 'Norris Nuts 99 Nights']",2025-10-24T04:09:50Z,UCWcly5Teks2uSNsF5hRFNNg,Norris Nuts Gaming,20,PT18M51S,21646,709.0,147.0,18.85,2025-10-24 04:09:50+00:00,0.47809109357638885,0.03954541254735286,52,22,False,True
7zIaB6jQADM,I HaTe GaMiNg!!.. So i ate My Setup 😡🎮 (Gaming ASMR),,[],2025-05-02T13:00:42Z,UCtM58H2QaTXTi7OIRAVgAGg,Spizee,24,PT55S,47402486,441919.0,7235.0,0.9166666666666666,2025-05-02 13:00:42+00:00,175.10943368616898,0.009475325829957526,52,0,False,True
XZBh3itO7NM,Online Game Gone Wrong 🎮 #gaming  #fail,,[],2025-10-16T14:30:33Z,UCwlHFjwRiBLx9SYShI7Zfng,Nash Knows,24,PT1M3S,34502995,1185082.0,4415.0,1.05,2025-10-16 14:30:33+00:00,8.047037852835649,0.03447518106761457,39,0,False,True
3A3wvTr5h4Y,Gaming ＞ Sleep,,"['animated shorts', 'animation', 'bogg', 'boggo', 'boggs', 'cartoon', 'comedy', 'funny', 'land of boggs', 'landofboggs', 'shorts', 'the land of boggs', 'thelandofboggs', 'boe', 'gaming', 'game', 'dark souls', 'elden ring', 'animated', '2d', 'short', 'youtube', 'sleep', 'tired']",2025-05-16T13:00:06Z,UCz5osAvTYFKjb6Kjcep6vXA,The Land Of Boggs,24,PT19S,35893523,865418.0,3477.0,0.31666666666666665,2025-05-16 13:00:06+00:00,161.10985035283565,0.024207570819949883,14,24,False,True
ZggspAgMsyE,New Blue Mercedes G63 For Parking - 3d Driving Class android game || Car Game #gameplay #cargame,"New Blue Mercedes G63 For Parking - 3d Driving Class android game || Car Game #gameplay #cargame

3d Driving Class android game play video || Car Game #gameplay #cargame

Top Hashtag
#game #gameplay #androidgame #gameplayvideo #gaming #offlinegames #3ddrivingclass
Top Queries

car game
car game car game
carx street
car racer
car parking multiplayer
drift hunters
kar wala game
truck games
extreme car driving simulator
racing game
car simulator 2
gran turismo 5
car racing games
hot wheels unleashed
city car driving

Thanks For Watching",[],2025-03-10T11:30:31Z,UC0YTMGob4FyuS88VQkSFnWA,AbHi GaMiNg,22,PT14M41S,5462646,0.0,196.0,14.683333333333334,2025-03-10 11:30:31+00:00,228.1720610009838,3.5880047874235306e-05,96,0,False,True
Va3YVbnGy-I,GRIND STARTS FROM TODAY! | LIVE FROM GODLIKE BOOTCAMP | BGMI | SPOWER GAMING,,[],2025-10-23T16:33:34Z,UCHz48UgsMnPWIr_eug9w7qQ,SPower Gaming,20,P0D,124191,33581.0,0.0,0.0,2025-10-23 16:33:34+00:00,0.9616096120949075,0.27039801595928853,76,0,False,True
hZWNRBEdVpQ,Gaming As A Kid VS Now #Shorts,Gaming As A Kid VS Now #Shorts,[],2024-09-26T15:00:47Z,UCuwJoiGWRxPYStBp0l0WuZw,Luke Davidson,24,PT54S,25268262,922962.0,5987.0,0.9,2024-09-26 15:00:47+00:00,393.0260424824653,0.03676347031703249,30,0,False,True
moiLHKi2Hi0,WEIRD MOBILE AD GAMES..,"today i play the weirdest mobile ad game EVER...
🐱 GLITCH MERCH: https://glitchplays.com/
😃 Subscribe: https://bit.ly/GlitchPlaysRoblox

GAME: Help Me: Tricky Story

🏷️ Tags: ""Glitch Roblox"" Glitch Roblox pg clean
#Roblox #Cartoon #Glitch","['roblox', 'roblox glitch', 'glitch plays roblox', 'glitch videos', 'glitch yt', 'pranking teacher', 'glitch', 'glitch roblox', 'family friendly', 'no swearing', 'glitch plays', 'kid friendly', 'pranking my teacher until she quits', 'pranking my teacher in roblox', 'pranking my teacher until she quits in roblox', 'glitch plays i am cat', 'glich i am cat', 'glitch plays vr', 'gaming', 'cartoon', 'glitch plays grow a garden', 'grow a garden', 'glitch vr', 'roblox admin', 'npcs are becoming smart', 'roblox npcs are becoming smart']",2025-10-04T15:41:08Z,UCicx_4RfqfiM07AXLv09Hww,Glitch,20,PT47M49S,1569364,15431.0,2243.0,47.81666666666667,2025-10-04 15:41:08+00:00,19.998021649131946,0.011261886980968087,23,26,False,True
EZo6Kr4mqjI,I built a cliché gaming PC with the Lian Li Vision Compact,"Prawn here with a look at my main gaming machine. For the last few months I've been having various issues with my main gaming and editing PC. It's been crashing and bluescreening a lot. First I had problems with Nvidia's driver debacle. Then I had problems with RAM stability - two different kits having one defective stick leading to other issues. And I had problems with Gen 5 NVMe storage overheating and being a problem too. So I thought I'd use it as an excuse to craft a brand new PC. Swapping to AMD with various parts harvested from other machines I'd built, new bits purchased and more. I wanted to show what I'd done and why, so here's the video. 

Related videos:
Lian Li O11 Vision Compact In Depth Review with multiple build layouts https://youtu.be/drDwetoMVXo
Some things you need to know about the Samsung 9100 Pro https://youtu.be/9E5I2mBUfgU
Don't make these mistakes with your NVMe SSD installation - NVMe tips and tricks https://youtu.be/zjSn64vh_Vk
This 5090 did not melt and other interesting discoveries (Asus ROG Astral RTX 5090) https://youtu.be/3dlq_Lqe8Fk
I am so annoyed about these Nvidia driver issues https://youtu.be/gbFj-payXkU

Disclosure: Shopping links within the description of this video generate a commission at no extra cost to you. These are added for your convenience but other retailers are available. As an Amazon Associate I earn from qualifying purchases.

Please note that products featured may also have been sent for free for review/testing purposes. Often these have to be returned by me, but not always. I endeavour to avoid bias in my videos wherever possible and try to give honest, subjective opinions. Unless otherwise stated, the videos are not sponsored financially.


Please note links listed here include affiliate links which may earn me a commission. 
Lian Li O11 Vision Compact:
Amazon US - https://amzn.to/3zW71wQ 
NewEgg - https://newegg.io/nc38359fb9
Amazon UK - https://amzn.to/3Y4ifHt
Amazon FR - https://amzn.to/400bObi
Amazon IT - https://amzn.to/4eQT4z8
Amazon DE - https://amzn.to/3YlQMSY
Amazon CA - https://amzn.to/3ZUJirw
Amazon AU  - https://amzn.to/3YkthtE
Overclockers UK - https://tidd.ly/401POwO
CaseKing DE - https://tidd.ly/4h5xpoT

Specs of the build  (note this includes affiliate links which might earn me a commission at no extra cost to you):
Case - Lian Li O11 Vision Compact https://amzn.to/3zW71wQ
Motherboard - GIGABYTE X870 AORUS STEALTH ICE https://amzn.to/3WSVQg4
CPU - AMD Ryzen 9 9950x3D https://amzn.to/3IbbrnT
AIO - NZXT Kraken Elite 360 V2 2024 https://amzn.to/3OrDwGL
RAM - Corsair Dominator Titanium First Edition DDR5 RAM https://go.corsair.com/baya19
RAM Lighting Enhancement Kit - https://go.corsair.com/xLkzAd
NVMe (x3) - Crucial P310 https://amzn.to/42sZtNs
SSD - Crucial BX500 https://www.youtube.com/watch?v=IOJNybKZ4wk
GPU - XFX Mercury AMD Radeon RX 9070XT OC White Magnetic Air https://amzn.to/3Yu0CSu
Fans - 5 x  Lian Li SL-INF Wireless fans https://amzn.to/3LmH1zV
6 x Lian Li SL-INF Wireless reverse blade fans https://amzn.to/4o84js6
RGB cable - Triple 8 pin Lian Li wireless strimer https://youtu.be/wXPNmgJQCXM
PSU - Lian Li Edge Platinum 1000watt https://amzn.to/48AncyS
Screen - Lian Li Universal screen https://amzn.to/42PrChD
 


😍Special Thanks😍 to my YouTube members:
SpaceCannons, mike s, Starastin, Spandau Guy, D Shaddix, Scott Chappelle, aDam (aDamatGeek), Leland Crawford, Steve Oswald, Frank “Cano” Costilla, ispawnalot, Cris Mac, BY TOR THE SNOW DOG, Alexander Roe, Quinn Dunn, Rawrr483, Mister_JJ, Alexander Heim, Jay Shank 007, Ritsaert Verstegen, James Kahn, Tomi Kaila, Alex Gifford, Alan Spence, Logan_, N J, GamingAllDay, MeatyKeyboard 83, Ekrem Seçilen, Christian, HI, Joshua Pihlak, oliver castillo, UBrickIFix, Kraken Tortoise, Gaming Nomad, Megan Schafer, Hugh-David, Wayne Chandler, Wire Hedd, Malcolm Archer, Bob C, Jeffrey crutchfield, NOTuNOTme, Tom Corrao, Brian Pickel, DaniAkiZoli, Nexon, Shempasta, Rodney Mcqueen, Fred Wehbe, Sencer Oner, Andy Beach, Paul Sheard, Giuseppe, shaak, Dave Murzi, Flan Roberts, Matt Behymer, PBear, John Turley, Random Chaos, Kapitan, Matthew Howellk, Arik Nachmias, The 1 and Only Twix and you?","['Provoked Prawn', 'The Provoked Prawn', 'Lian Li 011 Vision Compact', 'Lian Li vision Compact', 'Vision Compact', 'Lian Li Vision Compact build', 'Lian Li Vision Compact reverse build', 'Rear Connect']",2025-10-24T13:00:34Z,UCQGDPYRgV5egNGUy9wE1Tyw,The Provoked Prawn,20,PT10M51S,376,50.0,10.0,10.85,2025-10-24 13:00:34+00:00,0.10952627876157407,0.1595744680851064,58,8,False,True
WP0WAU8vsHU,The Most Insane Anomaly Horror Game 😨 | Who's At The Door Full Gameplay!!,"Thank you for watching 💚 🎀💚
Like💓 Share🔄 and Subscribe♥️ Makkale🙏

👇👇Second Channel Link
https://youtube.com/@jenigaming2?si=PAJJmU706xf9tLZj

 1M SPECIAL 
https://youtu.be/hB4pmkDAsUI?si=uzfsc1iiJCg35SVx



 Instagram Name -     jeni_yt
----------------------------------------------------------------------------------
Follow us on social media 🔊🔊🔊

Facebook:
https://www.facebook.com/bhava.jeni.5

Instagram:
https://instagram.com/jeni_yt?igshid=ZGUzMzM3NWJiOQ==

For YouTube Business💺 - fftamilponnunga@gmail.com

----------------------------------------------------------------------------------
◾◾MOBILE SPECS◾◾

Face Cam : IPHONE 12
iOS Version : 16.1.1
Capacity : 128GB
Video Editing Mobile : REDMI NOTE 12 PRO 5G
Gaming Mobile : REDMI NOTE 12 PRO 5G
Android version : 12 SP1A.210812.016
Processor : Dimensity 1080 Octo-core Max 2.6GHz
RAM : 8GB + 3GB Extended
ROM : 256GB
Headphone : BOAT ROCKERZ 450
Video editing app : KINEMASTER PREMIUM
Thumbnail maker : PIXEL LAB & PIXEL CUT 

◾◾PC SPECS◾◾
Processor : Intel i7-12700F
Motherboard : ASUS Prime B760M A WIFI D5
RAM : DDR-5 16×2 GB 5200MHZ
Hardisk : SATA 2TB
SSD : NVME P3 500GB
Monitor : SAMSUNG 27"" LED 2K QHD 165Hz
Cabinet : Cooler Master K501L RGB
SMPS : PM650D
Keyboard & Mouse : Zebronics Transformer 1

GRAPHICS PROCESSING UNIT:
Graphics Card - GIGABYTE RTX 3060 WIND FORCE     
Memory  - 12GB DDR6 OC

----------------------------------------------------------------------------------
TAGS:

#whosatthedoor #gameplay #jenigaming 
#whosatthedoorgame #whosatthedoorending
#whosatthedoorgameplayintamil 
#whosatthedoorexplained #whosatthedoorallanomalies
#whosatthedoorbbc #whosatthedoorcaseoh
#whosatthedoorspeedrun #whosatthedoorjenigaming
#whosatthedoortutorial 
#whosatthedoorstory #whosatthedoorguide
#horrorstories #scary #scarystories #horrorgame
#horror #horrorgamesandroid #jennigaming
#scarygames #survivalgames #androidgames 
#funny #tamil #survival #game #reactionvideo 
#tamilhorror #facecam #jeni 
#jenni #jenny #jenigaming7204 #tamilgamer 
#facecamreaction #girlgamer #funnyhorrorstories 

----------------------------------------------------------------------------------
KEYWORDS:
The Most Insane Anomaly Horror Game 😨 | Who's At The Door Full Gameplay!!
whos at the door 
whos at the door horror game
whos at the door gameplay 
whos at the door jeni gaming 
jeni gaming whos at the door gameplay
whos at the door gameplay in tamil 
whos at the door ending 
scary games
scary stories
scary true stories
true scary stories
jenny gaming
jenni gaming
jenni
jeni
jenny
jenni gaming 7204
jeni gaming 7204
horror stories
horror games
horror gameplay
creepy stories","['jeni gaming whos at the door', 'whos at the door', 'whos at the door all anomalies', 'whos at the door caseoh', 'whos at the door endings', 'whos at the door explained', 'whos at the door game', 'whos at the door game ending', 'whos at the door gameplay', 'whos at the door guide', 'whos at the door jeni gaming', 'whos at the door lore', 'whos at the door playthrough', 'whos at the door story', 'whos at the door story explained', 'whos at the door tutorial', 'whos at the door walkthrough', 'who’s at the door?']",2025-10-24T12:00:06Z,UCqwb69jPwmkvJ7Ti7Vmn-4w,JENI GAMING,20,PT50M30S,15985,1731.0,315.0,50.5,2025-10-24 12:00:06+00:00,0.1515170195023148,0.12799499530810135,73,18,False,True
MtOhKZNEh9A,"ABC World News Tonight with David Muir Full Broadcast - Oct. 23, 2025","Aaron Katersky has the latest on the FBI’s arrest of more than 30 current and former NBA players, coaches and suspected mobsters for alleged illegal sports betting and rigged poker games; Mary Bruce has details on the renovation of the White House’s East Wing as new satellite images show the dramatic transformation making way for Pres. Trump's $300 million ballroom; Matt Gutman reports on the truck driver charged in a deadly chain reaction crash on a California highway now at the center of an investigation and the debate over immigration; and more on tonight’s broadcast of World News Tonight with David Muir.

00:00 Intro 
01:51 FBI: NBA gambling scandal linked to mafia; millions in rigged games allegedly stolen
05:31 East Wing demolition raises new questions as ballroom estimate increases to $300 million
08:40 Trump pardons billionaire Binance founder Changpeng Zhao
10:45 DHS: Deadly crashes in California, Florida by drivers in U.S. illegally
12:46 Tropical Storm Melissa continues to slowly churn in the Caribbean
13:12 New York City Mayor Eric Adams endorses Andrew Cuomo in heated mayoral race
15:47 New video appears to show thieves escaping Louvre as investigation continues
16:36 Pope Leo and King Charles pray together at the Vatican
16:49 Southern California woman hit by small plane recovering 
17:13 Kim Kardashian says she was diagnosed with an aneurysm
17:43 America Strong: Misty Copeland takes final bow at American Ballet Theatre

ABC World News Tonight with David Muir delivers the news that matters most. Watch to get the latest news stories and headlines from around the world. 
 
Follow ABC World News Tonight on...  
Instagram: https://www.instagram.com/abcworldnewstonight/    
TikTok: https://www.tiktok.com/@abcworldnews   
X (formerly Twitter): https://twitter.com/ABCWorldNews   
Facebook: https://www.facebook.com/WorldNewsTonight   
Threads: https://www.threads.net/@abcworldnewstonight    
   
ABC News is your trusted source for breaking news, analysis, exclusive interviews, headlines, and videos: https://abcnews.go.com/    
Subscribe to ABC News on YouTube: https://bit.ly/2vZb6yP   
Watch full episodes on Hulu: http://abcn.ws/3bzvQQn   
  
#WorldNewsTonight #DavidMuir #News #ABCNews","['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news', 'NBA', 'Gambling', 'Poker', 'Sports', 'Politics', 'Donald Trump', 'Government']",2025-10-24T02:00:20Z,UCBi2mrWuNuyYy4gbM6fU18Q,ABC News,25,PT20M13S,809176,9811.0,2146.0,20.216666666666665,2025-10-24 02:00:20+00:00,0.5680216491319444,0.014776760556417887,69,13,False,True
-O5McOj1o9I,This Morning’s Top Headlines – Oct. 24 | Morning News NOW,"A demolition crew finishes tearing down the White House's East Wing ahead of construction for a new ballroom, New York Attorney General Letitia James is set to be arraigned on bank fraud charges and many federal workers will miss their first full paychecks today as the shutdown enters its 24th day.

For more context and news coverage of the most important stories of our day, click here: https://www.nbcnews.com

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Subscribe to Here's the Scoop podcast: https://www.nbcnews.com/heres-the-scoop-daily-podcast

Every day, NBC News helps people understand what’s happening and why it matters — through fact-based reporting, meaningful conversations, and powerful stories. From its leading news broadcasts — TODAY, NBC Nightly News, Meet the Press, and Dateline — to NBC News NOW, the 24/7 streaming news channel, plus chart-topping podcasts, the NBC News app, and NBCNews.com, NBC News keeps audiences informed and connected to the stories shaping our world.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#whitehouse #donaldtrump #shutdown",['NBC News NOW'],2025-10-24T12:55:18Z,UCeY0bbntWzzVIaj2z3QigXg,NBC News,25,PT21M13S,13070,211.0,56.0,21.216666666666665,2025-10-24 12:55:18+00:00,0.11318368616898149,0.020428462127008416,57,1,False,True
ghxNraNbFAk,WATCH: Cheating expert EXPOSES rigged gambling tricks,"Casino consultant Sal Piacente provides insight on technology used in illegal gambling schemes after the FBI announced indictments Thursday. #foxnews #news #us #fox

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o
Become a Fox News Patriot member! www.youtube.com/@FoxNews/join

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'shorts', 'youtube shorts', 'fox news shorts', 'sal piacente', 'casino fraud', 'illegal gambling technology', 'fbi indictments', 'gambling schemes', 'gaming industry', 'law enforcement', 'financial crime', 'technology insight', 'casino consultant', 'criminal investigation', 'illegal betting', 'illegal gambling', 'rigged gambling', 'mafia', 'mafia poker games']",2025-10-24T13:30:49Z,UCXIJgqnII2ZOINSWNOGFThA,Fox News,25,PT1M34S,9753,357.0,25.0,1.5666666666666667,2025-10-24 13:30:49+00:00,0.08851933431712963,0.039167435660822314,53,24,False,True
ntsaqddxef0,BREAKING: New drug boat strike kills 6 alleged narcoterrorists #shorts,"Former Trump Acting DEA Administrator Derek Maltz weighs in after War Sec. Pete Hegseth announced six alleged narco terrorists were killed in a strike the department claims was operated by Tren de Aragua. #foxnews #news #us #fox

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o
Become a Fox News Patriot member! www.youtube.com/@FoxNews/join

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'shorts', 'youtube shorts', 'fox news shorts', 'pete hegseth', 'derek maltz', 'trump war department', 'drug boat strike', 'narco terrorists', 'tren de aragua', 'military operation', 'counter narcotics', 'national security', 'defense action', 'anti drug mission', 'terrorism crackdown']",2025-10-24T14:34:34Z,UCXIJgqnII2ZOINSWNOGFThA,Fox News,25,PT1M26S,2746,342.0,31.0,1.4333333333333333,2025-10-24 14:34:34+00:00,0.0442485009837963,0.1358339402767662,70,20,False,True
_8wxy71NmYk,CBC News: The National | Trump terminates trade talks with Canada,"Oct. 23, 2025 | U.S. President Donald Trump says he's terminating all trade talks with Canada. An NBA coach and players are arrested in an illegal gambling investigation. And Toronto prepares to welcome the World Series. 

00:00 The National for October 23, 2025
01:10 Trump terminates trade talks with Canada
08:47 Toronto prepares to welcome the World Series
11:45 Blue Jays to face the L.A. Dodgers
14:30 NBA players arrested in gambling probe
15:56 Canada Post workers' union loses challenge
18:15 Fire at Toronto waster transfer station
18:38 Alberta to order teachers back to work
21:45 Air Canada expands Toronto operations
22:08 Investigating private rehab facilities
25:33 The Breakdown 
26:13 At Issue | Carney hints at 'sacrifices' in the budget
35:59 At Issue | Poilievre tries to clarify RCMP comments 
43:45 The Moment | Marchand's Boston tribute

The National is the flagship of CBC News, showcasing award-winning journalism from across Canada and around the world. Led by Chief Correspondent Adrienne Arsenault, our team of trusted reporters helps you make sense of the world, wherever you are.

#news #latestnews #cbcnews 

Subscribe to get the latest news daily, and watch live starting at 9 p.m. ET.
https://www.youtube.com/user/CBCTheNational?sub_confirmation=1

More from CBC News | https://www.cbc.ca/news","['The National full show', 'cbc the national', 'cbc news the national', 'October 23 2025', 'Trump Canada', 'Trump trade talks', 'Stellantis', 'GM Canada', 'Canada tariffs', 'NBA gambling', 'Canada trade talks', 'News', 'CBC News', 'World Series', 'World Series Toronto', 'The National', 'Canada news', 'Latest news', 'Shohei Ohtani']",2025-10-24T07:30:03Z,UCKjU3KzdbJE1EFcHVqXC3_g,CBC News: The National,25,PT45M33S,64568,592.0,0.0,45.55,2025-10-24 07:30:03+00:00,0.33905174172453706,0.00916862842274811,65,19,False,True
ogh452IHPSw,WATCH: Pritzker GRILLED by Bret Baier on Chicago murders #shorts,"Illinois Gov. JB Pritzker deflected statistics showing Chicago with the highest murder rate of all large U.S. cities on 'Special Report.' #foxnews #news #us #fox

Subscribe to Fox News: https://bit.ly/2vBUvAS
Watch more Fox News Video: http://video.foxnews.com
Watch Fox News Channel Live: http://www.foxnewsgo.com/
Download the Fox News app: https://foxnews.onelink.me/xLDS/cd5yhg3o
Become a Fox News Patriot member! www.youtube.com/@FoxNews/join

FOX News Channel (FNC) is a 24-hour all-encompassing news service delivering breaking news as well as political and business news. The number one network in cable, FNC has been the most-watched television news channel for 18 consecutive years. According to a 2020 Brand Keys Consumer Loyalty Engagement Index report, FOX News is the top brand in the country for morning and evening news coverage. A 2019 Suffolk University poll named FOX News as the most trusted source for television news or commentary, while a 2019 Brand Keys Emotion Engagement Analysis survey found that FOX News was the most trusted cable news brand. A 2017 Gallup/Knight Foundation survey also found that among Americans who could name an objective news source, FOX News was the top-cited outlet. Owned by FOX Corporation, FNC is available in nearly 90 million homes and dominates the cable news landscape, routinely notching the top ten programs in the genre.

Watch full episodes of your favorite shows
The Five: https://www.foxnews.com/video/shows/the-five
Special Report with Bret Baier: https://www.foxnews.com/video/shows/special-report
Jesse Watters Primetime: https://www.foxnews.com/video/shows/jesse-watters-primetime
Hannity: https://www.foxnews.com/video/shows/hannity
The Ingraham Angle: https://www.foxnews.com/video/shows/ingraham-angle
Gutfeld!: https://www.foxnews.com/video/shows/gutfeld
Fox News @ Night: https://www.foxnews.com/video/shows/fox-news-night

Follow Fox News on Facebook: https://www.facebook.com/FoxNews/
Follow Fox News on X: https://x.com/foxnews
Follow Fox News on Instagram: https://www.instagram.com/foxnews/","['Fox News Channel', 'FNC', 'Fox News', 'News', 'Media', 'shorts', 'youtube shorts', 'fox news shorts', 'bret baier', 'jb pritzker', 'chicago murders', 'illinois governor', 'violent crime statistics', 'political accountability', 'urban violence', 'law enforcement', 'homicide rate', 'major city crime', 'public safety', 'illinois murder rate', 'chicago murder rate', 'jb pritzker fox news', 'bret baier jb pritzker']",2025-10-24T12:33:11Z,UCXIJgqnII2ZOINSWNOGFThA,Fox News,25,PT56S,27886,1464.0,406.0,0.9333333333333333,2025-10-24 12:33:11+00:00,0.12854248246527777,0.06705873915226278,64,23,False,True
